# Pyth sweep — fit Apr-Jun / val Jul, grading on closing_line, clean rows only
pyth_exp	fit_book_n	fit_book_roi	val_book_n	val_book_roi	val_12_n	val_12_roi	val_fav_n	val_fav_roi	val_doghome_n	val_doghome_roi
1.83	628	10.44	51	11.90	14	-23.00	4	50.00	4	66.00
